packet_id,source,destination,taille,priorite,latence_totale,chemin
PKT-11-606,PC1,PC2,100,1,0,
PKT-11-607,PC1,PC2,100,1,0,
PKT-11-608,PC1,PC2,100,1,0,
PKT-11-609,PC1,PC2,100,1,0,
PKT-11-610,PC1,PC2,100,1,0,
PKT-11-611,PC1,PC2,100,1,0,
PKT-11-612,PC1,PC2,100,1,0,
PKT-11-613,PC1,PC2,100,1,0,
PKT-11-614,PC1,PC2,100,1,0,
PKT-11-615,PC1,PC2,100,1,0,
PKT-11-616,PC1,PC2,100,1,0,
PKT-11-617,PC1,PC2,100,1,0,
PKT-11-618,PC1,PC2,100,1,0,
PKT-11-619,PC1,PC2,100,1,0,
PKT-11-620,PC1,PC2,100,1,0,
PKT-11-621,PC1,PC2,100,1,0,
PKT-11-622,PC1,PC2,100,1,0,
PKT-11-623,PC1,PC2,100,1,0,
PKT-11-624,PC1,PC2,100,1,0,
PKT-11-625,PC1,PC2,100,1,0,
PKT-11-626,PC1,PC2,100,1,0,
PKT-11-627,PC1,PC2,100,1,0,
PKT-11-628,PC1,PC2,100,1,0,
PKT-11-629,PC1,PC2,100,1,0,
PKT-11-630,PC1,PC2,100,1,0,
PKT-11-631,PC1,PC2,100,1,0,
PKT-11-632,PC1,PC2,100,1,0,
PKT-11-633,PC1,PC2,100,1,0,
PKT-11-634,PC1,PC2,100,1,0,
PKT-11-635,PC1,PC2,100,1,0,
PKT-11-636,PC1,PC2,100,1,0,
PKT-11-637,PC1,PC2,100,1,0,
PKT-11-638,PC1,PC2,100,1,0,
PKT-11-639,PC1,PC2,100,1,0,
PKT-11-640,PC1,PC2,100,1,0,
PKT-11-641,PC1,PC2,100,1,0,
PKT-11-642,PC1,PC2,100,1,0,
PKT-11-643,PC1,PC2,100,1,0,
PKT-11-644,PC1,PC2,100,1,0,
PKT-11-645,PC1,PC2,100,1,0,
PKT-11-646,PC1,PC2,100,1,0,
PKT-11-647,PC1,PC2,100,1,0,
PKT-11-648,PC1,PC2,100,1,0,
PKT-11-649,PC1,PC2,100,1,0,
PKT-11-650,PC1,PC2,100,1,0,
PKT-11-651,PC1,PC2,100,1,0,
PKT-11-652,PC1,PC2,100,1,0,
PKT-11-653,PC1,PC2,100,1,0,
PKT-11-654,PC1,PC2,100,1,0,
PKT-11-655,PC1,PC2,100,1,0,
PKT-11-656,PC1,PC2,100,1,0,
PKT-11-657,PC1,PC2,100,1,0,
PKT-11-658,PC1,PC2,100,1,0,
PKT-11-659,PC1,PC2,100,1,0,
PKT-12-660,PC1,PC2,100,1,0,
PKT-12-661,PC1,PC2,100,1,0,
PKT-12-662,PC1,PC2,100,1,0,
PKT-12-663,PC1,PC2,100,1,0,
PKT-12-664,PC1,PC2,100,1,0,
PKT-12-665,PC1,PC2,100,1,0,
PKT-12-666,PC1,PC2,100,1,0,
PKT-12-667,PC1,PC2,100,1,0,
PKT-12-668,PC1,PC2,100,1,0,
PKT-12-669,PC1,PC2,100,1,0,
PKT-12-670,PC1,PC2,100,1,0,
PKT-12-671,PC1,PC2,100,1,0,
PKT-12-672,PC1,PC2,100,1,0,
PKT-12-673,PC1,PC2,100,1,0,
PKT-12-674,PC1,PC2,100,1,0,
PKT-12-675,PC1,PC2,100,1,0,
PKT-12-676,PC1,PC2,100,1,0,
PKT-12-677,PC1,PC2,100,1,0,
PKT-12-678,PC1,PC2,100,1,0,
PKT-12-679,PC1,PC2,100,1,0,
PKT-12-680,PC1,PC2,100,1,0,
PKT-12-681,PC1,PC2,100,1,0,
PKT-12-682,PC1,PC2,100,1,0,
PKT-12-683,PC1,PC2,100,1,0,
PKT-12-684,PC1,PC2,100,1,0,
PKT-12-685,PC1,PC2,100,1,0,
PKT-12-686,PC1,PC2,100,1,0,
PKT-12-687,PC1,PC2,100,1,0,
PKT-12-688,PC1,PC2,100,1,0,
PKT-12-689,PC1,PC2,100,1,0,
PKT-12-690,PC1,PC2,100,1,0,
PKT-12-691,PC1,PC2,100,1,0,
PKT-12-692,PC1,PC2,100,1,0,
PKT-12-693,PC1,PC2,100,1,0,
PKT-12-694,PC1,PC2,100,1,0,
PKT-12-695,PC1,PC2,100,1,0,
PKT-12-696,PC1,PC2,100,1,0,
PKT-12-697,PC1,PC2,100,1,0,
PKT-12-698,PC1,PC2,100,1,0,
PKT-12-699,PC1,PC2,100,1,0,
PKT-12-700,PC1,PC2,100,1,0,
PKT-12-701,PC1,PC2,100,1,0,
PKT-12-702,PC1,PC2,100,1,0,
PKT-12-703,PC1,PC2,100,1,0,
PKT-12-704,PC1,PC2,100,1,0,
PKT-12-705,PC1,PC2,100,1,0,
PKT-12-706,PC1,PC2,100,1,0,
PKT-12-707,PC1,PC2,100,1,0,
PKT-12-708,PC1,PC2,100,1,0,
PKT-12-709,PC1,PC2,100,1,0,
PKT-12-710,PC1,PC2,100,1,0,
PKT-12-711,PC1,PC2,100,1,0,
PKT-12-712,PC1,PC2,100,1,0,
PKT-12-713,PC1,PC2,100,1,0,
PKT-12-714,PC1,PC2,100,1,0,
PKT-13-715,PC1,PC2,100,1,0,
PKT-13-716,PC1,PC2,100,1,0,
PKT-13-717,PC1,PC2,100,1,0,
PKT-13-718,PC1,PC2,100,1,0,
PKT-13-719,PC1,PC2,100,1,0,
PKT-13-720,PC1,PC2,100,1,0,
PKT-13-721,PC1,PC2,100,1,0,
PKT-13-722,PC1,PC2,100,1,0,
PKT-13-723,PC1,PC2,100,1,0,
PKT-13-724,PC1,PC2,100,1,0,
PKT-13-725,PC1,PC2,100,1,0,
PKT-13-726,PC1,PC2,100,1,0,
PKT-13-727,PC1,PC2,100,1,0,
PKT-13-728,PC1,PC2,100,1,0,
PKT-13-729,PC1,PC2,100,1,0,
PKT-13-730,PC1,PC2,100,1,0,
PKT-13-731,PC1,PC2,100,1,0,
PKT-13-732,PC1,PC2,100,1,0,
PKT-13-733,PC1,PC2,100,1,0,
PKT-13-734,PC1,PC2,100,1,0,
PKT-13-735,PC1,PC2,100,1,0,
PKT-13-736,PC1,PC2,100,1,0,
PKT-13-737,PC1,PC2,100,1,0,
PKT-13-738,PC1,PC2,100,1,0,
PKT-13-739,PC1,PC2,100,1,0,
PKT-13-740,PC1,PC2,100,1,0,
PKT-13-741,PC1,PC2,100,1,0,
PKT-13-742,PC1,PC2,100,1,0,
PKT-13-743,PC1,PC2,100,1,0,
PKT-13-744,PC1,PC2,100,1,0,
PKT-13-745,PC1,PC2,100,1,0,
PKT-13-746,PC1,PC2,100,1,0,
PKT-13-747,PC1,PC2,100,1,0,
PKT-13-748,PC1,PC2,100,1,0,
PKT-13-749,PC1,PC2,100,1,0,
PKT-13-750,PC1,PC2,100,1,0,
PKT-13-751,PC1,PC2,100,1,0,
PKT-13-752,PC1,PC2,100,1,0,
PKT-13-753,PC1,PC2,100,1,0,
PKT-13-754,PC1,PC2,100,1,0,
PKT-13-755,PC1,PC2,100,1,0,
PKT-13-756,PC1,PC2,100,1,0,
PKT-13-757,PC1,PC2,100,1,0,
PKT-13-758,PC1,PC2,100,1,0,
PKT-13-759,PC1,PC2,100,1,0,
PKT-13-760,PC1,PC2,100,1,0,
PKT-13-761,PC1,PC2,100,1,0,
PKT-13-762,PC1,PC2,100,1,0,
PKT-13-763,PC1,PC2,100,1,0,
PKT-13-764,PC1,PC2,100,1,0,
PKT-13-765,PC1,PC2,100,1,0,
PKT-13-766,PC1,PC2,100,1,0,
PKT-13-767,PC1,PC2,100,1,0,
PKT-13-768,PC1,PC2,100,1,0,
PKT-13-769,PC1,PC2,100,1,0,
PKT-14-770,PC1,PC2,100,1,0,
PKT-14-771,PC1,PC2,100,1,0,
PKT-14-772,PC1,PC2,100,1,0,
PKT-14-773,PC1,PC2,100,1,0,
PKT-14-774,PC1,PC2,100,1,0,
PKT-14-775,PC1,PC2,100,1,0,
PKT-14-776,PC1,PC2,100,1,0,
PKT-14-777,PC1,PC2,100,1,0,
PKT-14-778,PC1,PC2,100,1,0,
PKT-14-779,PC1,PC2,100,1,0,
PKT-14-780,PC1,PC2,100,1,0,
PKT-14-781,PC1,PC2,100,1,0,
PKT-14-782,PC1,PC2,100,1,0,
PKT-14-783,PC1,PC2,100,1,0,
PKT-14-784,PC1,PC2,100,1,0,
PKT-14-785,PC1,PC2,100,1,0,
PKT-14-786,PC1,PC2,100,1,0,
PKT-14-787,PC1,PC2,100,1,0,
PKT-14-788,PC1,PC2,100,1,0,
PKT-14-789,PC1,PC2,100,1,0,
PKT-14-790,PC1,PC2,100,1,0,
PKT-14-791,PC1,PC2,100,1,0,
PKT-14-792,PC1,PC2,100,1,0,
PKT-14-793,PC1,PC2,100,1,0,
PKT-14-794,PC1,PC2,100,1,0,
PKT-14-795,PC1,PC2,100,1,0,
PKT-14-796,PC1,PC2,100,1,0,
PKT-14-797,PC1,PC2,100,1,0,
PKT-14-798,PC1,PC2,100,1,0,
PKT-14-799,PC1,PC2,100,1,0,
PKT-14-800,PC1,PC2,100,1,0,
PKT-14-801,PC1,PC2,100,1,0,
PKT-14-802,PC1,PC2,100,1,0,
PKT-14-803,PC1,PC2,100,1,0,
PKT-14-804,PC1,PC2,100,1,0,
PKT-14-805,PC1,PC2,100,1,0,
PKT-14-806,PC1,PC2,100,1,0,
PKT-14-807,PC1,PC2,100,1,0,
PKT-14-808,PC1,PC2,100,1,0,
PKT-14-809,PC1,PC2,100,1,0,
PKT-14-810,PC1,PC2,100,1,0,
PKT-14-811,PC1,PC2,100,1,0,
PKT-14-812,PC1,PC2,100,1,0,
PKT-14-813,PC1,PC2,100,1,0,
PKT-14-814,PC1,PC2,100,1,0,
PKT-14-815,PC1,PC2,100,1,0,
PKT-14-816,PC1,PC2,100,1,0,
PKT-14-817,PC1,PC2,100,1,0,
PKT-14-818,PC1,PC2,100,1,0,
PKT-14-819,PC1,PC2,100,1,0,
PKT-14-820,PC1,PC2,100,1,0,
PKT-14-821,PC1,PC2,100,1,0,
PKT-14-822,PC1,PC2,100,1,0,
PKT-14-823,PC1,PC2,100,1,0,
PKT-14-824,PC1,PC2,100,1,0,
PKT-15-825,PC1,PC2,100,1,0,
PKT-15-826,PC1,PC2,100,1,0,
PKT-15-827,PC1,PC2,100,1,0,
PKT-15-828,PC1,PC2,100,1,0,
PKT-15-829,PC1,PC2,100,1,0,
PKT-15-830,PC1,PC2,100,1,0,
PKT-15-831,PC1,PC2,100,1,0,
PKT-15-832,PC1,PC2,100,1,0,
PKT-15-833,PC1,PC2,100,1,0,
PKT-15-834,PC1,PC2,100,1,0,
PKT-15-835,PC1,PC2,100,1,0,
PKT-15-836,PC1,PC2,100,1,0,
PKT-15-837,PC1,PC2,100,1,0,
PKT-15-838,PC1,PC2,100,1,0,
PKT-15-839,PC1,PC2,100,1,0,
PKT-15-840,PC1,PC2,100,1,0,
PKT-15-841,PC1,PC2,100,1,0,
PKT-15-842,PC1,PC2,100,1,0,
PKT-15-843,PC1,PC2,100,1,0,
PKT-15-844,PC1,PC2,100,1,0,
PKT-15-845,PC1,PC2,100,1,0,
PKT-15-846,PC1,PC2,100,1,0,
PKT-15-847,PC1,PC2,100,1,0,
PKT-15-848,PC1,PC2,100,1,0,
PKT-15-849,PC1,PC2,100,1,0,
PKT-15-850,PC1,PC2,100,1,0,
PKT-15-851,PC1,PC2,100,1,0,
PKT-15-852,PC1,PC2,100,1,0,
PKT-15-853,PC1,PC2,100,1,0,
PKT-15-854,PC1,PC2,100,1,0,
PKT-15-855,PC1,PC2,100,1,0,
PKT-15-856,PC1,PC2,100,1,0,
PKT-15-857,PC1,PC2,100,1,0,
PKT-15-858,PC1,PC2,100,1,0,
PKT-15-859,PC1,PC2,100,1,0,
PKT-15-860,PC1,PC2,100,1,0,
PKT-15-861,PC1,PC2,100,1,0,
PKT-15-862,PC1,PC2,100,1,0,
PKT-15-863,PC1,PC2,100,1,0,
PKT-15-864,PC1,PC2,100,1,0,
PKT-15-865,PC1,PC2,100,1,0,
PKT-15-866,PC1,PC2,100,1,0,
PKT-15-867,PC1,PC2,100,1,0,
PKT-15-868,PC1,PC2,100,1,0,
PKT-15-869,PC1,PC2,100,1,0,
PKT-15-870,PC1,PC2,100,1,0,
PKT-15-871,PC1,PC2,100,1,0,
PKT-15-872,PC1,PC2,100,1,0,
PKT-15-873,PC1,PC2,100,1,0,
PKT-15-874,PC1,PC2,100,1,0,
PKT-15-875,PC1,PC2,100,1,0,
PKT-15-876,PC1,PC2,100,1,0,
PKT-15-877,PC1,PC2,100,1,0,
PKT-15-878,PC1,PC2,100,1,0,
PKT-15-879,PC1,PC2,100,1,0,
PKT-16-880,PC1,PC2,100,1,0,
PKT-16-881,PC1,PC2,100,1,0,
PKT-16-882,PC1,PC2,100,1,0,
PKT-16-883,PC1,PC2,100,1,0,
PKT-16-884,PC1,PC2,100,1,0,
PKT-16-885,PC1,PC2,100,1,0,
PKT-16-886,PC1,PC2,100,1,0,
PKT-16-887,PC1,PC2,100,1,0,
PKT-16-888,PC1,PC2,100,1,0,
PKT-16-889,PC1,PC2,100,1,0,
PKT-16-890,PC1,PC2,100,1,0,
PKT-16-891,PC1,PC2,100,1,0,
PKT-16-892,PC1,PC2,100,1,0,
PKT-16-893,PC1,PC2,100,1,0,
PKT-16-894,PC1,PC2,100,1,0,
PKT-16-895,PC1,PC2,100,1,0,
PKT-16-896,PC1,PC2,100,1,0,
PKT-16-897,PC1,PC2,100,1,0,
PKT-16-898,PC1,PC2,100,1,0,
PKT-16-899,PC1,PC2,100,1,0,
PKT-16-900,PC1,PC2,100,1,0,
PKT-16-901,PC1,PC2,100,1,0,
PKT-16-902,PC1,PC2,100,1,0,
PKT-16-903,PC1,PC2,100,1,0,
PKT-16-904,PC1,PC2,100,1,0,
PKT-16-905,PC1,PC2,100,1,0,
PKT-16-906,PC1,PC2,100,1,0,
PKT-16-907,PC1,PC2,100,1,0,
PKT-16-908,PC1,PC2,100,1,0,
PKT-16-909,PC1,PC2,100,1,0,
PKT-16-910,PC1,PC2,100,1,0,
PKT-16-911,PC1,PC2,100,1,0,
PKT-16-912,PC1,PC2,100,1,0,
PKT-16-913,PC1,PC2,100,1,0,
PKT-16-914,PC1,PC2,100,1,0,
PKT-16-915,PC1,PC2,100,1,0,
PKT-16-916,PC1,PC2,100,1,0,
PKT-16-917,PC1,PC2,100,1,0,
PKT-16-918,PC1,PC2,100,1,0,
PKT-16-919,PC1,PC2,100,1,0,
PKT-16-920,PC1,PC2,100,1,0,
PKT-16-921,PC1,PC2,100,1,0,
PKT-16-922,PC1,PC2,100,1,0,
PKT-16-923,PC1,PC2,100,1,0,
PKT-16-924,PC1,PC2,100,1,0,
PKT-16-925,PC1,PC2,100,1,0,
PKT-16-926,PC1,PC2,100,1,0,
PKT-16-927,PC1,PC2,100,1,0,
PKT-16-928,PC1,PC2,100,1,0,
PKT-16-929,PC1,PC2,100,1,0,
PKT-16-930,PC1,PC2,100,1,0,
PKT-16-931,PC1,PC2,100,1,0,
PKT-16-932,PC1,PC2,100,1,0,
PKT-16-933,PC1,PC2,100,1,0,
PKT-16-934,PC1,PC2,100,1,0,
PKT-17-935,PC1,PC2,100,1,0,
PKT-17-936,PC1,PC2,100,1,0,
PKT-17-937,PC1,PC2,100,1,0,
PKT-17-938,PC1,PC2,100,1,0,
PKT-17-939,PC1,PC2,100,1,0,
PKT-17-940,PC1,PC2,100,1,0,
PKT-17-941,PC1,PC2,100,1,0,
PKT-17-942,PC1,PC2,100,1,0,
PKT-17-943,PC1,PC2,100,1,0,
PKT-17-944,PC1,PC2,100,1,0,
PKT-17-945,PC1,PC2,100,1,0,
PKT-17-946,PC1,PC2,100,1,0,
PKT-17-947,PC1,PC2,100,1,0,
PKT-17-948,PC1,PC2,100,1,0,
PKT-17-949,PC1,PC2,100,1,0,
PKT-17-950,PC1,PC2,100,1,0,
PKT-17-951,PC1,PC2,100,1,0,
PKT-17-952,PC1,PC2,100,1,0,
PKT-17-953,PC1,PC2,100,1,0,
PKT-17-954,PC1,PC2,100,1,0,
PKT-17-955,PC1,PC2,100,1,0,
PKT-17-956,PC1,PC2,100,1,0,
PKT-17-957,PC1,PC2,100,1,0,
PKT-17-958,PC1,PC2,100,1,0,
PKT-17-959,PC1,PC2,100,1,0,
PKT-17-960,PC1,PC2,100,1,0,
PKT-17-961,PC1,PC2,100,1,0,
PKT-17-962,PC1,PC2,100,1,0,
PKT-17-963,PC1,PC2,100,1,0,
PKT-17-964,PC1,PC2,100,1,0,
PKT-17-965,PC1,PC2,100,1,0,
PKT-17-966,PC1,PC2,100,1,0,
PKT-17-967,PC1,PC2,100,1,0,
PKT-17-968,PC1,PC2,100,1,0,
PKT-17-969,PC1,PC2,100,1,0,
PKT-17-970,PC1,PC2,100,1,0,
PKT-17-971,PC1,PC2,100,1,0,
PKT-17-972,PC1,PC2,100,1,0,
PKT-17-973,PC1,PC2,100,1,0,
PKT-17-974,PC1,PC2,100,1,0,
PKT-17-975,PC1,PC2,100,1,0,
PKT-17-976,PC1,PC2,100,1,0,
PKT-17-977,PC1,PC2,100,1,0,
PKT-17-978,PC1,PC2,100,1,0,
PKT-17-979,PC1,PC2,100,1,0,
PKT-17-980,PC1,PC2,100,1,0,
PKT-17-981,PC1,PC2,100,1,0,
PKT-17-982,PC1,PC2,100,1,0,
PKT-17-983,PC1,PC2,100,1,0,
PKT-17-984,PC1,PC2,100,1,0,
PKT-17-985,PC1,PC2,100,1,0,
PKT-17-986,PC1,PC2,100,1,0,
PKT-17-987,PC1,PC2,100,1,0,
PKT-17-988,PC1,PC2,100,1,0,
PKT-17-989,PC1,PC2,100,1,0,
PKT-18-990,PC1,PC2,100,1,0,
PKT-18-991,PC1,PC2,100,1,0,
PKT-18-992,PC1,PC2,100,1,0,
PKT-18-993,PC1,PC2,100,1,0,
PKT-18-994,PC1,PC2,100,1,0,
PKT-18-995,PC1,PC2,100,1,0,
PKT-18-996,PC1,PC2,100,1,0,
PKT-18-997,PC1,PC2,100,1,0,
PKT-18-998,PC1,PC2,100,1,0,
PKT-18-999,PC1,PC2,100,1,0,
PKT-18-1000,PC1,PC2,100,1,0,
PKT-18-1001,PC1,PC2,100,1,0,
PKT-18-1002,PC1,PC2,100,1,0,
PKT-18-1003,PC1,PC2,100,1,0,
PKT-18-1004,PC1,PC2,100,1,0,
PKT-18-1005,PC1,PC2,100,1,0,
PKT-18-1006,PC1,PC2,100,1,0,
PKT-18-1007,PC1,PC2,100,1,0,
PKT-18-1008,PC1,PC2,100,1,0,
PKT-18-1009,PC1,PC2,100,1,0,
PKT-18-1010,PC1,PC2,100,1,0,
PKT-18-1011,PC1,PC2,100,1,0,
PKT-18-1012,PC1,PC2,100,1,0,
PKT-18-1013,PC1,PC2,100,1,0,
PKT-18-1014,PC1,PC2,100,1,0,
PKT-18-1015,PC1,PC2,100,1,0,
PKT-18-1016,PC1,PC2,100,1,0,
PKT-18-1017,PC1,PC2,100,1,0,
PKT-18-1018,PC1,PC2,100,1,0,
PKT-18-1019,PC1,PC2,100,1,0,
PKT-18-1020,PC1,PC2,100,1,0,
PKT-18-1021,PC1,PC2,100,1,0,
PKT-18-1022,PC1,PC2,100,1,0,
PKT-18-1023,PC1,PC2,100,1,0,
PKT-18-1024,PC1,PC2,100,1,0,
PKT-18-1025,PC1,PC2,100,1,0,
PKT-18-1026,PC1,PC2,100,1,0,
PKT-18-1027,PC1,PC2,100,1,0,
PKT-18-1028,PC1,PC2,100,1,0,
PKT-18-1029,PC1,PC2,100,1,0,
PKT-18-1030,PC1,PC2,100,1,0,
PKT-18-1031,PC1,PC2,100,1,0,
PKT-18-1032,PC1,PC2,100,1,0,
PKT-18-1033,PC1,PC2,100,1,0,
PKT-18-1034,PC1,PC2,100,1,0,
PKT-18-1035,PC1,PC2,100,1,0,
PKT-18-1036,PC1,PC2,100,1,0,
PKT-18-1037,PC1,PC2,100,1,0,
PKT-18-1038,PC1,PC2,100,1,0,
PKT-18-1039,PC1,PC2,100,1,0,
PKT-18-1040,PC1,PC2,100,1,0,
PKT-18-1041,PC1,PC2,100,1,0,
PKT-18-1042,PC1,PC2,100,1,0,
PKT-18-1043,PC1,PC2,100,1,0,
PKT-18-1044,PC1,PC2,100,1,0,
PKT-19-1045,PC1,PC2,100,1,0,
PKT-19-1046,PC1,PC2,100,1,0,
PKT-19-1047,PC1,PC2,100,1,0,
PKT-19-1048,PC1,PC2,100,1,0,
PKT-19-1049,PC1,PC2,100,1,0,
PKT-19-1050,PC1,PC2,100,1,0,
PKT-19-1051,PC1,PC2,100,1,0,
PKT-19-1052,PC1,PC2,100,1,0,
PKT-19-1053,PC1,PC2,100,1,0,
PKT-19-1054,PC1,PC2,100,1,0,
PKT-19-1055,PC1,PC2,100,1,0,
PKT-19-1056,PC1,PC2,100,1,0,
PKT-19-1057,PC1,PC2,100,1,0,
PKT-19-1058,PC1,PC2,100,1,0,
PKT-19-1059,PC1,PC2,100,1,0,
PKT-19-1060,PC1,PC2,100,1,0,
PKT-19-1061,PC1,PC2,100,1,0,
PKT-19-1062,PC1,PC2,100,1,0,
PKT-19-1063,PC1,PC2,100,1,0,
PKT-19-1064,PC1,PC2,100,1,0,
PKT-19-1065,PC1,PC2,100,1,0,
PKT-19-1066,PC1,PC2,100,1,0,
PKT-19-1067,PC1,PC2,100,1,0,
PKT-19-1068,PC1,PC2,100,1,0,
PKT-19-1069,PC1,PC2,100,1,0,
PKT-19-1070,PC1,PC2,100,1,0,
PKT-19-1071,PC1,PC2,100,1,0,
PKT-19-1072,PC1,PC2,100,1,0,
PKT-19-1073,PC1,PC2,100,1,0,
PKT-19-1074,PC1,PC2,100,1,0,
PKT-19-1075,PC1,PC2,100,1,0,
PKT-19-1076,PC1,PC2,100,1,0,
PKT-19-1077,PC1,PC2,100,1,0,
PKT-19-1078,PC1,PC2,100,1,0,
PKT-19-1079,PC1,PC2,100,1,0,
PKT-19-1080,PC1,PC2,100,1,0,
PKT-19-1081,PC1,PC2,100,1,0,
PKT-19-1082,PC1,PC2,100,1,0,
PKT-19-1083,PC1,PC2,100,1,0,
PKT-19-1084,PC1,PC2,100,1,0,
PKT-19-1085,PC1,PC2,100,1,0,
PKT-19-1086,PC1,PC2,100,1,0,
PKT-19-1087,PC1,PC2,100,1,0,
PKT-19-1088,PC1,PC2,100,1,0,
PKT-19-1089,PC1,PC2,100,1,0,
PKT-19-1090,PC1,PC2,100,1,0,
PKT-19-1091,PC1,PC2,100,1,0,
PKT-19-1092,PC1,PC2,100,1,0,
PKT-19-1093,PC1,PC2,100,1,0,
PKT-19-1094,PC1,PC2,100,1,0,
PKT-19-1095,PC1,PC2,100,1,0,
PKT-19-1096,PC1,PC2,100,1,0,
PKT-19-1097,PC1,PC2,100,1,0,
PKT-19-1098,PC1,PC2,100,1,0,
PKT-19-1099,PC1,PC2,100,1,0,
PKT-20-1100,PC1,PC2,100,1,0,
PKT-20-1101,PC1,PC2,100,1,0,
PKT-20-1102,PC1,PC2,100,1,0,
PKT-20-1103,PC1,PC2,100,1,0,
PKT-20-1104,PC1,PC2,100,1,0,
PKT-20-1105,PC1,PC2,100,1,0,
PKT-20-1106,PC1,PC2,100,1,0,
PKT-20-1107,PC1,PC2,100,1,0,
PKT-20-1108,PC1,PC2,100,1,0,
PKT-20-1109,PC1,PC2,100,1,0,
PKT-20-1110,PC1,PC2,100,1,0,
PKT-20-1111,PC1,PC2,100,1,0,
PKT-20-1112,PC1,PC2,100,1,0,
PKT-20-1113,PC1,PC2,100,1,0,
PKT-20-1114,PC1,PC2,100,1,0,
PKT-20-1115,PC1,PC2,100,1,0,
PKT-20-1116,PC1,PC2,100,1,0,
PKT-20-1117,PC1,PC2,100,1,0,
PKT-20-1118,PC1,PC2,100,1,0,
PKT-20-1119,PC1,PC2,100,1,0,
PKT-20-1120,PC1,PC2,100,1,0,
PKT-20-1121,PC1,PC2,100,1,0,
PKT-20-1122,PC1,PC2,100,1,0,
PKT-20-1123,PC1,PC2,100,1,0,
PKT-20-1124,PC1,PC2,100,1,0,
PKT-20-1125,PC1,PC2,100,1,0,
PKT-20-1126,PC1,PC2,100,1,0,
PKT-20-1127,PC1,PC2,100,1,0,
PKT-20-1128,PC1,PC2,100,1,0,
PKT-20-1129,PC1,PC2,100,1,0,
PKT-20-1130,PC1,PC2,100,1,0,
PKT-20-1131,PC1,PC2,100,1,0,
PKT-20-1132,PC1,PC2,100,1,0,
PKT-20-1133,PC1,PC2,100,1,0,
PKT-20-1134,PC1,PC2,100,1,0,
PKT-20-1135,PC1,PC2,100,1,0,
PKT-20-1136,PC1,PC2,100,1,0,
PKT-20-1137,PC1,PC2,100,1,0,
PKT-20-1138,PC1,PC2,100,1,0,
PKT-20-1139,PC1,PC2,100,1,0,
PKT-20-1140,PC1,PC2,100,1,0,
PKT-20-1141,PC1,PC2,100,1,0,
PKT-20-1142,PC1,PC2,100,1,0,
PKT-20-1143,PC1,PC2,100,1,0,
PKT-20-1144,PC1,PC2,100,1,0,
PKT-20-1145,PC1,PC2,100,1,0,
PKT-20-1146,PC1,PC2,100,1,0,
PKT-20-1147,PC1,PC2,100,1,0,
PKT-20-1148,PC1,PC2,100,1,0,
PKT-20-1149,PC1,PC2,100,1,0,
PKT-20-1150,PC1,PC2,100,1,0,
PKT-20-1151,PC1,PC2,100,1,0,
PKT-20-1152,PC1,PC2,100,1,0,
PKT-20-1153,PC1,PC2,100,1,0,
PKT-20-1154,PC1,PC2,100,1,0,
PKT-21-1155,PC1,PC2,100,1,0,
PKT-21-1156,PC1,PC2,100,1,0,
PKT-21-1157,PC1,PC2,100,1,0,
PKT-21-1158,PC1,PC2,100,1,0,
PKT-21-1159,PC1,PC2,100,1,0,
PKT-21-1160,PC1,PC2,100,1,0,
PKT-21-1161,PC1,PC2,100,1,0,
PKT-21-1162,PC1,PC2,100,1,0,
PKT-21-1163,PC1,PC2,100,1,0,
PKT-21-1164,PC1,PC2,100,1,0,
PKT-21-1165,PC1,PC2,100,1,0,
PKT-21-1166,PC1,PC2,100,1,0,
PKT-21-1167,PC1,PC2,100,1,0,
PKT-21-1168,PC1,PC2,100,1,0,
PKT-21-1169,PC1,PC2,100,1,0,
PKT-21-1170,PC1,PC2,100,1,0,
PKT-21-1171,PC1,PC2,100,1,0,
PKT-21-1172,PC1,PC2,100,1,0,
PKT-21-1173,PC1,PC2,100,1,0,
PKT-21-1174,PC1,PC2,100,1,0,
PKT-21-1175,PC1,PC2,100,1,0,
PKT-21-1176,PC1,PC2,100,1,0,
PKT-21-1177,PC1,PC2,100,1,0,
PKT-21-1178,PC1,PC2,100,1,0,
PKT-21-1179,PC1,PC2,100,1,0,
PKT-21-1180,PC1,PC2,100,1,0,
PKT-21-1181,PC1,PC2,100,1,0,
PKT-21-1182,PC1,PC2,100,1,0,
PKT-21-1183,PC1,PC2,100,1,0,
PKT-21-1184,PC1,PC2,100,1,0,
PKT-21-1185,PC1,PC2,100,1,0,
PKT-21-1186,PC1,PC2,100,1,0,
PKT-21-1187,PC1,PC2,100,1,0,
PKT-21-1188,PC1,PC2,100,1,0,
PKT-21-1189,PC1,PC2,100,1,0,
PKT-21-1190,PC1,PC2,100,1,0,
PKT-21-1191,PC1,PC2,100,1,0,
PKT-21-1192,PC1,PC2,100,1,0,
PKT-21-1193,PC1,PC2,100,1,0,
PKT-21-1194,PC1,PC2,100,1,0,
PKT-21-1195,PC1,PC2,100,1,0,
PKT-21-1196,PC1,PC2,100,1,0,
PKT-21-1197,PC1,PC2,100,1,0,
PKT-21-1198,PC1,PC2,100,1,0,
PKT-21-1199,PC1,PC2,100,1,0,
PKT-21-1200,PC1,PC2,100,1,0,
PKT-21-1201,PC1,PC2,100,1,0,
PKT-21-1202,PC1,PC2,100,1,0,
PKT-21-1203,PC1,PC2,100,1,0,
