packet_id,source,destination,taille,priorite,latence_totale,chemin
PKT-2-138,PC1,PC2,100,1,0,
PKT-2-139,PC1,PC2,100,1,0,
PKT-2-140,PC1,PC2,100,1,0,
PKT-2-141,PC1,PC2,100,1,0,
PKT-2-142,PC1,PC2,100,1,0,
PKT-2-143,PC1,PC2,100,1,0,
PKT-2-144,PC1,PC2,100,1,0,
PKT-2-145,PC1,PC2,100,1,0,
PKT-2-146,PC1,PC2,100,1,0,
PKT-2-147,PC1,PC2,100,1,0,
PKT-2-148,PC1,PC2,100,1,0,
PKT-2-149,PC1,PC2,100,1,0,
PKT-2-150,PC1,PC2,100,1,0,
PKT-2-151,PC1,PC2,100,1,0,
PKT-2-152,PC1,PC2,100,1,0,
PKT-2-153,PC1,PC2,100,1,0,
PKT-2-154,PC1,PC2,100,1,0,
PKT-2-155,PC1,PC2,100,1,0,
PKT-2-156,PC1,PC2,100,1,0,
PKT-2-157,PC1,PC2,100,1,0,
PKT-2-158,PC1,PC2,100,1,0,
PKT-2-159,PC1,PC2,100,1,0,
PKT-2-160,PC1,PC2,100,1,0,
PKT-2-161,PC1,PC2,100,1,0,
PKT-2-162,PC1,PC2,100,1,0,
PKT-2-163,PC1,PC2,100,1,0,
PKT-2-164,PC1,PC2,100,1,0,
PKT-3-165,PC1,PC2,100,1,0,
PKT-3-166,PC1,PC2,100,1,0,
PKT-3-167,PC1,PC2,100,1,0,
PKT-3-168,PC1,PC2,100,1,0,
PKT-3-169,PC1,PC2,100,1,0,
PKT-3-170,PC1,PC2,100,1,0,
PKT-3-171,PC1,PC2,100,1,0,
PKT-3-172,PC1,PC2,100,1,0,
PKT-3-173,PC1,PC2,100,1,0,
PKT-3-174,PC1,PC2,100,1,0,
PKT-3-175,PC1,PC2,100,1,0,
PKT-3-176,PC1,PC2,100,1,0,
PKT-3-177,PC1,PC2,100,1,0,
PKT-3-178,PC1,PC2,100,1,0,
PKT-3-179,PC1,PC2,100,1,0,
PKT-3-180,PC1,PC2,100,1,0,
PKT-3-181,PC1,PC2,100,1,0,
PKT-3-182,PC1,PC2,100,1,0,
PKT-3-183,PC1,PC2,100,1,0,
PKT-3-184,PC1,PC2,100,1,0,
PKT-3-185,PC1,PC2,100,1,0,
PKT-3-186,PC1,PC2,100,1,0,
PKT-3-187,PC1,PC2,100,1,0,
PKT-3-188,PC1,PC2,100,1,0,
PKT-3-189,PC1,PC2,100,1,0,
PKT-3-190,PC1,PC2,100,1,0,
PKT-3-191,PC1,PC2,100,1,0,
PKT-3-192,PC1,PC2,100,1,0,
PKT-3-193,PC1,PC2,100,1,0,
PKT-3-194,PC1,PC2,100,1,0,
PKT-3-195,PC1,PC2,100,1,0,
PKT-3-196,PC1,PC2,100,1,0,
PKT-3-197,PC1,PC2,100,1,0,
PKT-3-198,PC1,PC2,100,1,0,
PKT-3-199,PC1,PC2,100,1,0,
PKT-3-200,PC1,PC2,100,1,0,
PKT-3-201,PC1,PC2,100,1,0,
PKT-3-202,PC1,PC2,100,1,0,
PKT-3-203,PC1,PC2,100,1,0,
PKT-3-204,PC1,PC2,100,1,0,
PKT-3-205,PC1,PC2,100,1,0,
PKT-3-206,PC1,PC2,100,1,0,
PKT-3-207,PC1,PC2,100,1,0,
PKT-3-208,PC1,PC2,100,1,0,
PKT-3-209,PC1,PC2,100,1,0,
PKT-3-210,PC1,PC2,100,1,0,
PKT-3-211,PC1,PC2,100,1,0,
PKT-3-212,PC1,PC2,100,1,0,
PKT-3-213,PC1,PC2,100,1,0,
PKT-3-214,PC1,PC2,100,1,0,
PKT-3-215,PC1,PC2,100,1,0,
PKT-3-216,PC1,PC2,100,1,0,
PKT-3-217,PC1,PC2,100,1,0,
PKT-3-218,PC1,PC2,100,1,0,
PKT-3-219,PC1,PC2,100,1,0,
PKT-4-220,PC1,PC2,100,1,0,
PKT-4-221,PC1,PC2,100,1,0,
PKT-4-222,PC1,PC2,100,1,0,
PKT-4-223,PC1,PC2,100,1,0,
PKT-4-224,PC1,PC2,100,1,0,
PKT-4-225,PC1,PC2,100,1,0,
PKT-4-226,PC1,PC2,100,1,0,
PKT-4-227,PC1,PC2,100,1,0,
PKT-4-228,PC1,PC2,100,1,0,
PKT-4-229,PC1,PC2,100,1,0,
PKT-4-230,PC1,PC2,100,1,0,
PKT-4-231,PC1,PC2,100,1,0,
PKT-4-232,PC1,PC2,100,1,0,
PKT-4-233,PC1,PC2,100,1,0,
PKT-4-234,PC1,PC2,100,1,0,
PKT-4-235,PC1,PC2,100,1,0,
PKT-4-236,PC1,PC2,100,1,0,
PKT-4-237,PC1,PC2,100,1,0,
PKT-4-238,PC1,PC2,100,1,0,
PKT-4-239,PC1,PC2,100,1,0,
PKT-4-240,PC1,PC2,100,1,0,
PKT-4-241,PC1,PC2,100,1,0,
PKT-4-242,PC1,PC2,100,1,0,
PKT-4-243,PC1,PC2,100,1,0,
PKT-4-244,PC1,PC2,100,1,0,
PKT-4-245,PC1,PC2,100,1,0,
PKT-4-246,PC1,PC2,100,1,0,
PKT-4-247,PC1,PC2,100,1,0,
PKT-4-248,PC1,PC2,100,1,0,
PKT-4-249,PC1,PC2,100,1,0,
PKT-4-250,PC1,PC2,100,1,0,
PKT-4-251,PC1,PC2,100,1,0,
PKT-4-252,PC1,PC2,100,1,0,
PKT-4-253,PC1,PC2,100,1,0,
PKT-4-254,PC1,PC2,100,1,0,
PKT-4-255,PC1,PC2,100,1,0,
PKT-4-256,PC1,PC2,100,1,0,
PKT-4-257,PC1,PC2,100,1,0,
PKT-4-258,PC1,PC2,100,1,0,
PKT-4-259,PC1,PC2,100,1,0,
PKT-4-260,PC1,PC2,100,1,0,
PKT-4-261,PC1,PC2,100,1,0,
PKT-4-262,PC1,PC2,100,1,0,
PKT-4-263,PC1,PC2,100,1,0,
PKT-4-264,PC1,PC2,100,1,0,
PKT-4-265,PC1,PC2,100,1,0,
PKT-4-266,PC1,PC2,100,1,0,
PKT-4-267,PC1,PC2,100,1,0,
PKT-4-268,PC1,PC2,100,1,0,
PKT-4-269,PC1,PC2,100,1,0,
PKT-4-270,PC1,PC2,100,1,0,
PKT-4-271,PC1,PC2,100,1,0,
PKT-4-272,PC1,PC2,100,1,0,
PKT-4-273,PC1,PC2,100,1,0,
PKT-4-274,PC1,PC2,100,1,0,
PKT-5-275,PC1,PC2,100,1,0,
PKT-5-276,PC1,PC2,100,1,0,
PKT-5-277,PC1,PC2,100,1,0,
PKT-5-278,PC1,PC2,100,1,0,
PKT-5-279,PC1,PC2,100,1,0,
PKT-5-280,PC1,PC2,100,1,0,
PKT-5-281,PC1,PC2,100,1,0,
PKT-5-282,PC1,PC2,100,1,0,
PKT-5-283,PC1,PC2,100,1,0,
PKT-5-284,PC1,PC2,100,1,0,
PKT-5-285,PC1,PC2,100,1,0,
PKT-5-286,PC1,PC2,100,1,0,
PKT-5-287,PC1,PC2,100,1,0,
PKT-5-288,PC1,PC2,100,1,0,
PKT-5-289,PC1,PC2,100,1,0,
PKT-5-290,PC1,PC2,100,1,0,
PKT-5-291,PC1,PC2,100,1,0,
PKT-5-292,PC1,PC2,100,1,0,
PKT-5-293,PC1,PC2,100,1,0,
PKT-5-294,PC1,PC2,100,1,0,
PKT-5-295,PC1,PC2,100,1,0,
PKT-5-296,PC1,PC2,100,1,0,
PKT-5-297,PC1,PC2,100,1,0,
PKT-5-298,PC1,PC2,100,1,0,
PKT-5-299,PC1,PC2,100,1,0,
PKT-5-300,PC1,PC2,100,1,0,
PKT-5-301,PC1,PC2,100,1,0,
PKT-5-302,PC1,PC2,100,1,0,
PKT-5-303,PC1,PC2,100,1,0,
PKT-5-304,PC1,PC2,100,1,0,
PKT-5-305,PC1,PC2,100,1,0,
PKT-5-306,PC1,PC2,100,1,0,
PKT-5-307,PC1,PC2,100,1,0,
PKT-5-308,PC1,PC2,100,1,0,
PKT-5-309,PC1,PC2,100,1,0,
PKT-5-310,PC1,PC2,100,1,0,
PKT-5-311,PC1,PC2,100,1,0,
PKT-5-312,PC1,PC2,100,1,0,
PKT-5-313,PC1,PC2,100,1,0,
PKT-5-314,PC1,PC2,100,1,0,
PKT-5-315,PC1,PC2,100,1,0,
PKT-5-316,PC1,PC2,100,1,0,
PKT-5-317,PC1,PC2,100,1,0,
PKT-5-318,PC1,PC2,100,1,0,
PKT-5-319,PC1,PC2,100,1,0,
PKT-5-320,PC1,PC2,100,1,0,
PKT-5-321,PC1,PC2,100,1,0,
PKT-5-322,PC1,PC2,100,1,0,
PKT-5-323,PC1,PC2,100,1,0,
PKT-5-324,PC1,PC2,100,1,0,
PKT-5-325,PC1,PC2,100,1,0,
PKT-5-326,PC1,PC2,100,1,0,
PKT-5-327,PC1,PC2,100,1,0,
PKT-5-328,PC1,PC2,100,1,0,
PKT-5-329,PC1,PC2,100,1,0,
PKT-6-330,PC1,PC2,100,1,0,
PKT-6-331,PC1,PC2,100,1,0,
PKT-6-332,PC1,PC2,100,1,0,
PKT-6-333,PC1,PC2,100,1,0,
PKT-6-334,PC1,PC2,100,1,0,
PKT-6-335,PC1,PC2,100,1,0,
PKT-6-336,PC1,PC2,100,1,0,
PKT-6-337,PC1,PC2,100,1,0,
PKT-6-338,PC1,PC2,100,1,0,
PKT-6-339,PC1,PC2,100,1,0,
PKT-6-340,PC1,PC2,100,1,0,
PKT-6-341,PC1,PC2,100,1,0,
PKT-6-342,PC1,PC2,100,1,0,
PKT-6-343,PC1,PC2,100,1,0,
PKT-6-344,PC1,PC2,100,1,0,
PKT-6-345,PC1,PC2,100,1,0,
PKT-6-346,PC1,PC2,100,1,0,
PKT-6-347,PC1,PC2,100,1,0,
PKT-6-348,PC1,PC2,100,1,0,
PKT-6-349,PC1,PC2,100,1,0,
PKT-6-350,PC1,PC2,100,1,0,
PKT-6-351,PC1,PC2,100,1,0,
PKT-6-352,PC1,PC2,100,1,0,
PKT-6-353,PC1,PC2,100,1,0,
PKT-6-354,PC1,PC2,100,1,0,
PKT-6-355,PC1,PC2,100,1,0,
PKT-6-356,PC1,PC2,100,1,0,
PKT-6-357,PC1,PC2,100,1,0,
PKT-6-358,PC1,PC2,100,1,0,
PKT-6-359,PC1,PC2,100,1,0,
PKT-6-360,PC1,PC2,100,1,0,
PKT-6-361,PC1,PC2,100,1,0,
PKT-6-362,PC1,PC2,100,1,0,
PKT-6-363,PC1,PC2,100,1,0,
PKT-6-364,PC1,PC2,100,1,0,
PKT-6-365,PC1,PC2,100,1,0,
PKT-6-366,PC1,PC2,100,1,0,
PKT-6-367,PC1,PC2,100,1,0,
PKT-6-368,PC1,PC2,100,1,0,
PKT-6-369,PC1,PC2,100,1,0,
PKT-6-370,PC1,PC2,100,1,0,
PKT-6-371,PC1,PC2,100,1,0,
PKT-6-372,PC1,PC2,100,1,0,
PKT-6-373,PC1,PC2,100,1,0,
PKT-6-374,PC1,PC2,100,1,0,
PKT-6-375,PC1,PC2,100,1,0,
PKT-6-376,PC1,PC2,100,1,0,
PKT-6-377,PC1,PC2,100,1,0,
PKT-6-378,PC1,PC2,100,1,0,
PKT-6-379,PC1,PC2,100,1,0,
PKT-6-380,PC1,PC2,100,1,0,
PKT-6-381,PC1,PC2,100,1,0,
PKT-6-382,PC1,PC2,100,1,0,
PKT-6-383,PC1,PC2,100,1,0,
PKT-6-384,PC1,PC2,100,1,0,
PKT-7-385,PC1,PC2,100,1,0,
PKT-7-386,PC1,PC2,100,1,0,
PKT-7-387,PC1,PC2,100,1,0,
PKT-7-388,PC1,PC2,100,1,0,
PKT-7-389,PC1,PC2,100,1,0,
PKT-7-390,PC1,PC2,100,1,0,
PKT-7-391,PC1,PC2,100,1,0,
PKT-7-392,PC1,PC2,100,1,0,
PKT-7-393,PC1,PC2,100,1,0,
PKT-7-394,PC1,PC2,100,1,0,
PKT-7-395,PC1,PC2,100,1,0,
PKT-7-396,PC1,PC2,100,1,0,
PKT-7-397,PC1,PC2,100,1,0,
PKT-7-398,PC1,PC2,100,1,0,
PKT-7-399,PC1,PC2,100,1,0,
PKT-7-400,PC1,PC2,100,1,0,
PKT-7-401,PC1,PC2,100,1,0,
PKT-7-402,PC1,PC2,100,1,0,
PKT-7-403,PC1,PC2,100,1,0,
PKT-7-404,PC1,PC2,100,1,0,
PKT-7-405,PC1,PC2,100,1,0,
PKT-7-406,PC1,PC2,100,1,0,
PKT-7-407,PC1,PC2,100,1,0,
PKT-7-408,PC1,PC2,100,1,0,
PKT-7-409,PC1,PC2,100,1,0,
PKT-7-410,PC1,PC2,100,1,0,
PKT-7-411,PC1,PC2,100,1,0,
PKT-7-412,PC1,PC2,100,1,0,
PKT-7-413,PC1,PC2,100,1,0,
PKT-7-414,PC1,PC2,100,1,0,
PKT-7-415,PC1,PC2,100,1,0,
PKT-7-416,PC1,PC2,100,1,0,
PKT-7-417,PC1,PC2,100,1,0,
PKT-7-418,PC1,PC2,100,1,0,
PKT-7-419,PC1,PC2,100,1,0,
PKT-7-420,PC1,PC2,100,1,0,
PKT-7-421,PC1,PC2,100,1,0,
PKT-7-422,PC1,PC2,100,1,0,
PKT-7-423,PC1,PC2,100,1,0,
PKT-7-424,PC1,PC2,100,1,0,
PKT-7-425,PC1,PC2,100,1,0,
PKT-7-426,PC1,PC2,100,1,0,
PKT-7-427,PC1,PC2,100,1,0,
PKT-7-428,PC1,PC2,100,1,0,
PKT-7-429,PC1,PC2,100,1,0,
PKT-7-430,PC1,PC2,100,1,0,
PKT-7-431,PC1,PC2,100,1,0,
PKT-7-432,PC1,PC2,100,1,0,
PKT-7-433,PC1,PC2,100,1,0,
PKT-7-434,PC1,PC2,100,1,0,
PKT-7-435,PC1,PC2,100,1,0,
PKT-7-436,PC1,PC2,100,1,0,
PKT-7-437,PC1,PC2,100,1,0,
PKT-7-438,PC1,PC2,100,1,0,
PKT-7-439,PC1,PC2,100,1,0,
PKT-8-440,PC1,PC2,100,1,0,
PKT-8-441,PC1,PC2,100,1,0,
PKT-8-442,PC1,PC2,100,1,0,
PKT-8-443,PC1,PC2,100,1,0,
PKT-8-444,PC1,PC2,100,1,0,
PKT-8-445,PC1,PC2,100,1,0,
PKT-8-446,PC1,PC2,100,1,0,
PKT-8-447,PC1,PC2,100,1,0,
PKT-8-448,PC1,PC2,100,1,0,
PKT-8-449,PC1,PC2,100,1,0,
PKT-8-450,PC1,PC2,100,1,0,
PKT-8-451,PC1,PC2,100,1,0,
PKT-8-452,PC1,PC2,100,1,0,
PKT-8-453,PC1,PC2,100,1,0,
PKT-8-454,PC1,PC2,100,1,0,
PKT-8-455,PC1,PC2,100,1,0,
PKT-8-456,PC1,PC2,100,1,0,
PKT-8-457,PC1,PC2,100,1,0,
PKT-8-458,PC1,PC2,100,1,0,
PKT-8-459,PC1,PC2,100,1,0,
PKT-8-460,PC1,PC2,100,1,0,
PKT-8-461,PC1,PC2,100,1,0,
PKT-8-462,PC1,PC2,100,1,0,
PKT-8-463,PC1,PC2,100,1,0,
PKT-8-464,PC1,PC2,100,1,0,
PKT-8-465,PC1,PC2,100,1,0,
PKT-8-466,PC1,PC2,100,1,0,
PKT-8-467,PC1,PC2,100,1,0,
PKT-8-468,PC1,PC2,100,1,0,
PKT-8-469,PC1,PC2,100,1,0,
PKT-8-470,PC1,PC2,100,1,0,
PKT-8-471,PC1,PC2,100,1,0,
PKT-8-472,PC1,PC2,100,1,0,
PKT-8-473,PC1,PC2,100,1,0,
PKT-8-474,PC1,PC2,100,1,0,
PKT-8-475,PC1,PC2,100,1,0,
PKT-8-476,PC1,PC2,100,1,0,
PKT-8-477,PC1,PC2,100,1,0,
PKT-8-478,PC1,PC2,100,1,0,
PKT-8-479,PC1,PC2,100,1,0,
PKT-8-480,PC1,PC2,100,1,0,
PKT-8-481,PC1,PC2,100,1,0,
PKT-8-482,PC1,PC2,100,1,0,
PKT-8-483,PC1,PC2,100,1,0,
PKT-8-484,PC1,PC2,100,1,0,
PKT-8-485,PC1,PC2,100,1,0,
PKT-8-486,PC1,PC2,100,1,0,
PKT-8-487,PC1,PC2,100,1,0,
PKT-8-488,PC1,PC2,100,1,0,
PKT-8-489,PC1,PC2,100,1,0,
PKT-8-490,PC1,PC2,100,1,0,
PKT-8-491,PC1,PC2,100,1,0,
PKT-8-492,PC1,PC2,100,1,0,
PKT-8-493,PC1,PC2,100,1,0,
PKT-8-494,PC1,PC2,100,1,0,
PKT-9-495,PC1,PC2,100,1,0,
PKT-9-496,PC1,PC2,100,1,0,
PKT-9-497,PC1,PC2,100,1,0,
PKT-9-498,PC1,PC2,100,1,0,
PKT-9-499,PC1,PC2,100,1,0,
PKT-9-500,PC1,PC2,100,1,0,
PKT-9-501,PC1,PC2,100,1,0,
PKT-9-502,PC1,PC2,100,1,0,
PKT-9-503,PC1,PC2,100,1,0,
PKT-9-504,PC1,PC2,100,1,0,
PKT-9-505,PC1,PC2,100,1,0,
PKT-9-506,PC1,PC2,100,1,0,
PKT-9-507,PC1,PC2,100,1,0,
PKT-9-508,PC1,PC2,100,1,0,
PKT-9-509,PC1,PC2,100,1,0,
PKT-9-510,PC1,PC2,100,1,0,
PKT-9-511,PC1,PC2,100,1,0,
PKT-9-512,PC1,PC2,100,1,0,
PKT-9-513,PC1,PC2,100,1,0,
PKT-9-514,PC1,PC2,100,1,0,
PKT-9-515,PC1,PC2,100,1,0,
PKT-9-516,PC1,PC2,100,1,0,
PKT-9-517,PC1,PC2,100,1,0,
PKT-9-518,PC1,PC2,100,1,0,
PKT-9-519,PC1,PC2,100,1,0,
PKT-9-520,PC1,PC2,100,1,0,
PKT-9-521,PC1,PC2,100,1,0,
PKT-9-522,PC1,PC2,100,1,0,
PKT-9-523,PC1,PC2,100,1,0,
PKT-9-524,PC1,PC2,100,1,0,
PKT-9-525,PC1,PC2,100,1,0,
PKT-9-526,PC1,PC2,100,1,0,
PKT-9-527,PC1,PC2,100,1,0,
PKT-9-528,PC1,PC2,100,1,0,
PKT-9-529,PC1,PC2,100,1,0,
PKT-9-530,PC1,PC2,100,1,0,
PKT-9-531,PC1,PC2,100,1,0,
PKT-9-532,PC1,PC2,100,1,0,
PKT-9-533,PC1,PC2,100,1,0,
PKT-9-534,PC1,PC2,100,1,0,
PKT-9-535,PC1,PC2,100,1,0,
PKT-9-536,PC1,PC2,100,1,0,
PKT-9-537,PC1,PC2,100,1,0,
PKT-9-538,PC1,PC2,100,1,0,
PKT-9-539,PC1,PC2,100,1,0,
PKT-9-540,PC1,PC2,100,1,0,
PKT-9-541,PC1,PC2,100,1,0,
PKT-9-542,PC1,PC2,100,1,0,
PKT-9-543,PC1,PC2,100,1,0,
PKT-9-544,PC1,PC2,100,1,0,
PKT-9-545,PC1,PC2,100,1,0,
PKT-9-546,PC1,PC2,100,1,0,
PKT-9-547,PC1,PC2,100,1,0,
PKT-9-548,PC1,PC2,100,1,0,
PKT-9-549,PC1,PC2,100,1,0,
PKT-10-550,PC1,PC2,100,1,0,
PKT-10-551,PC1,PC2,100,1,0,
PKT-10-552,PC1,PC2,100,1,0,
PKT-10-553,PC1,PC2,100,1,0,
PKT-10-554,PC1,PC2,100,1,0,
PKT-10-555,PC1,PC2,100,1,0,
PKT-10-556,PC1,PC2,100,1,0,
PKT-10-557,PC1,PC2,100,1,0,
PKT-10-558,PC1,PC2,100,1,0,
PKT-10-559,PC1,PC2,100,1,0,
PKT-10-560,PC1,PC2,100,1,0,
PKT-10-561,PC1,PC2,100,1,0,
PKT-10-562,PC1,PC2,100,1,0,
PKT-10-563,PC1,PC2,100,1,0,
PKT-10-564,PC1,PC2,100,1,0,
PKT-10-565,PC1,PC2,100,1,0,
PKT-10-566,PC1,PC2,100,1,0,
PKT-10-567,PC1,PC2,100,1,0,
PKT-10-568,PC1,PC2,100,1,0,
PKT-10-569,PC1,PC2,100,1,0,
PKT-10-570,PC1,PC2,100,1,0,
PKT-10-571,PC1,PC2,100,1,0,
PKT-10-572,PC1,PC2,100,1,0,
PKT-10-573,PC1,PC2,100,1,0,
PKT-10-574,PC1,PC2,100,1,0,
PKT-10-575,PC1,PC2,100,1,0,
PKT-10-576,PC1,PC2,100,1,0,
PKT-10-577,PC1,PC2,100,1,0,
PKT-10-578,PC1,PC2,100,1,0,
PKT-10-579,PC1,PC2,100,1,0,
PKT-10-580,PC1,PC2,100,1,0,
PKT-10-581,PC1,PC2,100,1,0,
PKT-10-582,PC1,PC2,100,1,0,
PKT-10-583,PC1,PC2,100,1,0,
PKT-10-584,PC1,PC2,100,1,0,
PKT-10-585,PC1,PC2,100,1,0,
PKT-10-586,PC1,PC2,100,1,0,
PKT-10-587,PC1,PC2,100,1,0,
PKT-10-588,PC1,PC2,100,1,0,
PKT-10-589,PC1,PC2,100,1,0,
PKT-10-590,PC1,PC2,100,1,0,
PKT-10-591,PC1,PC2,100,1,0,
PKT-10-592,PC1,PC2,100,1,0,
PKT-10-593,PC1,PC2,100,1,0,
PKT-10-594,PC1,PC2,100,1,0,
PKT-10-595,PC1,PC2,100,1,0,
PKT-10-596,PC1,PC2,100,1,0,
PKT-10-597,PC1,PC2,100,1,0,
PKT-10-598,PC1,PC2,100,1,0,
PKT-10-599,PC1,PC2,100,1,0,
PKT-10-600,PC1,PC2,100,1,0,
PKT-10-601,PC1,PC2,100,1,0,
PKT-10-602,PC1,PC2,100,1,0,
PKT-10-603,PC1,PC2,100,1,0,
PKT-10-604,PC1,PC2,100,1,0,
PKT-11-605,PC1,PC2,100,1,0,
